date,overall_sentiment_score,ticker_sentiment_score,ticker,open,high,low,close,adjusted_close,volume,dividend_amount,split_coefficient,price_movement,overall_sentiment_score_3d_avg,ticker_sentiment_score_3d_avg,overall_sentiment_trend,ticker_sentiment_trend
2022-11-14,0.0776636756756756,0.0736948378378378,AAPL,148.97,150.28,147.43,148.28,146.902852022274,73374114,0.0,1.0,1,0.07067938909233977,0.07114672888734197,0.00698428658333583,0.002548108950495828
2022-11-15,0.1168392307692307,0.0722328846153846,AAPL,152.215,153.59,148.5613,150.04,148.646506052212,89868332,0.0,1.0,0,0.09029489863953016,0.07891247765984606,0.026544332129700532,-0.00667959304446146
2022-11-16,0.1313903947368421,0.1188990263157894,AAPL,149.13,149.87,147.29,148.79,147.408115405949,64218266,0.0,1.0,1,0.10863110039391614,0.08827558292300393,0.022759294342925965,0.03062344339278547
2022-11-17,0.1071220689655172,0.0811796206896551,AAPL,146.43,151.48,146.15,150.72,149.320190563779,80389400,0.0,1.0,1,0.11845056482386333,0.09077051054027636,-0.011328495858346138,-0.00959088985062126
2022-11-18,0.14370216,0.08101676,AAPL,152.305,152.7,149.97,151.29,149.884896698475,74829573,0.0,1.0,0,0.1274048745674531,0.09369846900181483,0.016297285432546882,-0.01268170900181484
2022-11-21,0.0929426,0.1216981142857142,AAPL,150.16,150.37,147.715,148.01,146.635359642681,58724070,0.0,1.0,1,0.11458894298850573,0.09463149832512309,-0.021646342988505735,0.02706661596059111
2022-11-22,0.1597799642857142,0.1665918214285714,AAPL,148.13,150.42,146.925,150.18,148.785205804593,51804132,0.0,1.0,1,0.13214157476190475,0.12310223190476187,0.027638389523809453,0.04348958952380953
2022-11-23,0.0650326363636363,0.0719584242424242,AAPL,149.45,151.83,149.34,151.07,149.666939944733,58301395,0.0,1.0,0,0.10591840021645017,0.12008278665223661,-0.04088576385281387,-0.04812436240981241
2022-11-25,0.0689049393939394,0.0487462121212121,AAPL,148.305,148.88,147.12,148.11,146.734430894382,35195860,0.0,1.0,0,0.09790584668109664,0.09576548593073592,-0.02900090728715725,-0.047019273809523816
2022-11-28,0.0088170757575757,-0.003703,AAPL,145.14,146.64,143.38,144.22,142.880559203213,69346522,0.0,1.0,0,0.0475848838383838,0.039000545454545434,-0.0387678080808081,-0.04270354545454543
2022-11-29,0.0589073260869565,0.0492245217391304,AAPL,144.29,144.81,140.355,141.17,139.858886026331,83763803,0.0,1.0,1,0.045543113746157195,0.0314225779534475,0.013364212340799306,0.0178019437856829
2022-11-30,0.07449925,0.0509516818181818,AAPL,141.395,148.72,140.55,148.03,146.655173893021,111380880,0.0,1.0,1,0.0474078839481774,0.032157734519104066,0.0270913660518226,0.018793947299077733
2022-12-01,0.0364532954545454,-0.0013114318181818,AAPL,148.21,149.13,146.61,148.31,146.932573397784,71250416,0.0,1.0,0,0.056619957180500634,0.032954923913043464,-0.020166661725955236,-0.034266355731225266
2022-12-02,0.1283051515151515,0.1225926363636363,AAPL,145.96,148.0,145.65,147.81,146.437217139279,65447446,0.0,1.0,0,0.07975256565656563,0.057410962121212106,0.04855258585858588,0.0651816742424242
2022-12-05,0.0959850833333333,0.0626036111111111,AAPL,147.77,150.9199,145.77,146.63,145.268176369207,68826442,0.0,1.0,0,0.08691451010101008,0.06129493855218854,0.009070573232323229,0.0013086725589225578
2022-12-06,0.0773611041666666,0.0323991458333333,AAPL,147.075,147.3,141.92,142.91,141.582725805929,64727186,0.0,1.0,0,0.1005504463383838,0.07253179776936024,-0.023189342171717198,-0.040132651936026935
2022-12-07,0.0703559333333333,0.0441765555555555,AAPL,142.19,143.37,140.0,140.94,139.631022147419,69721094,0.0,1.0,1,0.08123404027777774,0.046393104166666636,-0.010878106944444438,-0.0022165486111111396
2022-12-08,0.070024775,0.038301425,AAPL,142.36,143.52,141.1,142.65,141.325140551507,62128338,0.0,1.0,0,0.07258060416666663,0.038292375462962935,-0.0025558291666666344,9.049537037064681e-06
2022-12-09,0.1164016818181818,0.0843175454545454,AAPL,142.34,145.57,140.9,142.16,140.839691418172,76097011,0.0,1.0,1,0.08559413005050505,0.05559850867003363,0.030807551767676758,0.028719036784511764
2022-12-12,0.11504564,0.11268604,AAPL,142.7,144.5,141.06,144.49,143.148051582805,70462654,0.0,1.0,1,0.10049069893939394,0.07843500348484846,0.014554941060606064,0.034251036515151545
2022-12-13,0.1272036896551724,0.068405724137931,AAPL,149.5,149.9692,144.24,145.47,144.118949849475,93886161,0.0,1.0,0,0.11955033715778475,0.08846976986415879,0.007653352497387647,-0.02006404572622779
2022-12-14,0.12145,0.1775872857142857,AAPL,145.35,146.655,141.16,143.21,141.879939561032,82291182,0.0,1.0,0,0.12123310988505748,0.11955968328407224,0.00021689011494252508,0.05802760243021346
2022-12-15,0.0810014615384615,0.0732597307692307,AAPL,141.11,141.8,136.025,136.5,135.232258571894,98931907,0.0,1.0,0,0.10988505039787798,0.10641758020714914,-0.028883588859416484,-0.03315784943791844
2022-12-16,0.0636614799999999,-0.00681348,AAPL,136.685,137.65,133.73,134.51,133.260740663043,160156900,0.0,1.0,0,0.0887043138461538,0.08134451216117214,-0.02504283384615391,-0.08815799216117214
2022-12-19,0.0603757777777777,0.0024029629629629,AAPL,135.11,135.2,131.32,132.37,131.140615876642,79592614,0.0,1.0,0,0.06834623977207972,0.0229497379107312,-0.00797046199430202,-0.020546774947768298
2022-12-20,0.0665076428571428,0.0153410357142857,AAPL,131.39,133.25,129.89,132.3,131.071266000451,77432819,0.0,1.0,1,0.06351496687830682,0.003643506225749533,0.0029926759788359847,0.011697529488536166
2022-12-21,0.1455551034482758,0.1522729310344827,AAPL,132.98,136.81,132.75,135.45,134.192010429033,85927993,0.0,1.0,0,0.09081284136106545,0.05667230990391043,0.05474226208721035,0.09560062113057227
2022-12-22,0.0830553076923076,0.0381247692307692,AAPL,134.352,134.56,130.3,132.23,131.00191612426,77852108,0.0,1.0,0,0.09837268466590876,0.06857957865984586,-0.015317376973601166,-0.030454809429076662
2022-12-23,0.1089899090909091,0.1305494090909091,AAPL,130.92,132.415,129.64,131.86,130.635352492966,63814893,0.0,1.0,0,0.11253344007716419,0.106982369785387,-0.0035435309862550946,0.02356703930552209
2022-12-27,0.1097138648648648,0.0948753783783783,AAPL,131.38,131.41,128.72,130.03,128.822348586838,69007830,0.0,1.0,0,0.1005863605493605,0.08784985223335219,0.009127504315504298,0.007025526145026106
2022-12-28,0.0716188979591836,0.0213915714285714,AAPL,129.67,131.0275,125.87,126.04,124.869405643967,85438391,0.0,1.0,1,0.09677422397165251,0.0822721196326196,-0.02515532601246892,-0.0608805482040482
2022-12-29,0.0467747567567567,0.0492327567567567,AAPL,127.99,130.4814,127.73,129.61,128.406249329693,75703710,0.0,1.0,1,0.07603583986026838,0.0551665688545688,-0.02926108310351168,-0.005933812097812095
2022-12-30,0.1004227741935483,0.102041129032258,AAPL,128.41,129.95,127.43,129.93,128.723277335137,77034209,0.0,1.0,0,0.07293880963649622,0.05755515240586203,0.02748396455705207,0.044485976626395966
2023-01-03,0.0854155625,0.023432375,AAPL,130.28,130.9,124.17,125.07,123.908414502467,112117471,0.0,1.0,1,0.07753769781676835,0.0582354202630049,0.00787786468323165,-0.0348030452630049
2023-01-04,0.0377286,0.0120104909090909,AAPL,126.89,128.6557,125.08,126.36,125.18643364941,89113633,0.0,1.0,0,0.07452231223118279,0.04582799831378296,-0.03679371223118279,-0.03381750740469206
2023-01-05,0.05661903125,0.011329375,AAPL,127.13,127.77,124.76,125.02,123.858878876617,80962708,0.0,1.0,1,0.05992106458333335,0.015590746969696966,-0.00330203333333335,-0.004261371969696967
2023-01-06,0.13683475,0.1136791944444444,AAPL,126.01,130.29,124.89,129.62,128.416156454864,87754715,0.0,1.0,1,0.07706079375000002,0.045673020117845096,0.05977395624999998,0.0680061743265993
2023-01-09,0.1207083714285714,0.0692364857142857,AAPL,130.465,133.41,129.89,130.15,128.941234088879,70790813,0.0,1.0,1,0.10472071755952382,0.0647483517195767,0.015987653869047574,0.004488133994709001
2023-01-10,0.1171106976744186,0.0890563255813953,AAPL,130.26,131.2636,128.12,130.73,129.515847348745,63896155,0.0,1.0,1,0.12488460636766335,0.09065733524670845,-0.007773908693244749,-0.0016010096653131523
2023-01-11,0.0933910652173913,0.027186304347826,AAPL,131.25,133.51,130.46,133.49,132.250213895693,69458949,0.0,1.0,0,0.11040337810679379,0.061826371881169,-0.017012312889402498,-0.034640067533343
2023-01-12,0.0924599677419354,0.1248456129032258,AAPL,133.88,134.26,131.44,133.41,132.170956894332,71379648,0.0,1.0,1,0.10098724354458179,0.0803627476108157,-0.00852727580264638,0.04448286529241009
2023-01-13,0.14056209375,0.10364921875,AAPL,132.03,134.92,131.66,134.76,133.508418792296,57809719,0.0,1.0,1,0.10880437556977558,0.08522704533368393,0.03175771818022442,0.018422173416316065
2023-01-17,0.16243953125,0.15731965625,AAPL,134.83,137.29,134.13,135.94,134.677459562368,63646627,0.0,1.0,0,0.1318205309139785,0.12860482930107528,0.030619000336021496,0.028714826948924715
2023-01-18,0.1243560888888888,0.1439027555555555,AAPL,136.815,138.61,135.03,135.21,133.954239424951,69672800,0.0,1.0,1,0.14245257129629627,0.13495721018518517,-0.018096482407407466,0.008945545370370345
2023-01-19,0.1272679615384615,0.1182465769230769,AAPL,134.08,136.25,133.77,135.27,134.013682175971,58280413,0.0,1.0,1,0.13802119389245013,0.13982299624287747,-0.010753232353988618,-0.021576419319800574
2023-01-20,0.1496748181818182,0.0974520303030303,AAPL,135.28,138.02,134.22,137.87,136.589534720198,80223626,0.0,1.0,1,0.1337662895363895,0.11986712092722089,0.015908528645428688,-0.022415090624190587
2023-01-23,0.1320961489361702,0.0924302553191489,AAPL,138.12,143.315,137.9,141.11,139.799443275311,81760313,0.0,1.0,1,0.13634630955215,0.10270962084841871,-0.004250160615979798,-0.010279365529269807
2023-01-24,0.1306782325581395,0.1317392558139535,AAPL,140.305,143.16,140.3,142.53,141.206255049465,66435142,0.0,1.0,0,0.13748306655870932,0.1072071804787109,-0.006804834000569804,0.024532075335242584
2023-01-25,0.1585559523809523,0.1337321904761904,AAPL,140.89,142.43,138.81,141.86,140.542477663068,65799349,0.0,1.0,1,0.14044344462508737,0.1193005672030976,0.018112507755864926,0.014431623273092789
2023-01-26,0.1686191481481481,0.1013483703703703,AAPL,143.17,144.25,141.9,143.96,142.62297394879,54105068,0.0,1.0,1,0.15261777769574666,0.12227327222017138,0.016001370452401437,-0.020924901849801086
2023-01-27,0.1143797142857142,0.0743623214285714,AAPL,143.155,147.23,143.08,145.93,144.5746776073,70555843,0.0,1.0,0,0.14718493827160486,0.10314762742504402,-0.03280522398589067,-0.028785305996472624
2023-01-30,0.0729078222222222,0.0661726888888888,AAPL,144.955,145.55,142.85,143.0,141.67188993246,64015274,0.0,1.0,1,0.11863556155202819,0.08062779356261016,-0.04572773932980599,-0.014455104673721353
2023-01-31,0.100128075,0.0583268999999999,AAPL,142.7,144.34,142.28,144.29,142.949909079403,65874459,0.0,1.0,1,0.0958052038359788,0.06628730343915336,0.004322871164021191,-0.007960403439153461
2023-02-01,0.1182227142857142,0.0605953333333333,AAPL,143.97,146.61,141.32,145.43,144.079321348795,77663633,0.0,1.0,1,0.09708620383597881,0.06169830740740732,0.021136510449735385,-0.0011029740740740174
2023-02-02,0.0601410851063829,0.0640077659574468,AAPL,148.9,151.18,148.17,150.82,149.41926181548,118338980,0.0,1.0,1,0.09283062479736572,0.060976666430259986,-0.032689539690982816,0.0030310995271868105
2023-02-03,0.0814351904761904,0.0479001746031746,AAPL,148.03,157.38,147.83,154.5,153.065083878078,154357337,0.0,1.0,0,0.08659966328942918,0.057501091297984884,-0.005164472813238785,-0.009600916694810287
2023-02-06,0.1328029393939394,0.0743031212121212,AAPL,152.575,153.1,150.78,151.73,150.320810205959,69858306,0.0,1.0,1,0.09145973832550425,0.062070353924247514,0.04134320106843514,0.012232767287873682
2023-02-07,0.0989236097560975,0.0353936341463414,AAPL,150.64,155.23,150.64,154.65,153.213690755629,83322551,0.0,1.0,0,0.10438724654207578,0.05253230998721239,-0.005463636785978276,-0.01713867584087099
2023-02-08,0.1360196874999999,0.10592971875,AAPL,153.88,154.58,151.168,151.92,150.509045584191,64120079,0.0,1.0,0,0.12258207888334562,0.07187549136948752,0.013437608616654287,0.034054227380512475
2023-02-09,0.1284716111111111,0.0405373333333333,AAPL,153.775,154.33,150.42,150.87,149.468797441331,56007143,0.0,1.0,1,0.12113830278906952,0.060620228743224897,0.0073333083220415846,-0.020082895409891596
2023-02-10,0.1509678,0.1016532666666666,AAPL,149.46,151.3401,149.22,151.01,149.835361072624,57450708,0.23,1.0,1,0.1384863662037037,0.08270677291666663,0.01248143379629632,0.018946493749999974
2023-02-13,0.1778107083333333,0.1778245833333333,AAPL,150.952,154.26,150.92,153.85,152.653269988896,62199013,0.0,1.0,0,0.1524167064814815,0.10667172777777774,0.025394001851851783,0.07115285555555557
2023-02-14,0.1147947333333333,0.0886150666666666,AAPL,152.12,153.77,150.86,153.2,152.008326046792,61707573,0.0,1.0,1,0.14785774722222222,0.12269763888888884,-0.03306301388888892,-0.03408257222222223
2023-02-15,0.1430384090909091,0.1816746818181818,AAPL,153.11,155.5,152.88,155.33,154.121757733996,65669252,0.0,1.0,0,0.14521461691919194,0.14937144393939392,-0.0021762078282828445,0.03230323787878789
2023-02-16,0.10522256,0.07364988,AAPL,153.51,156.33,153.3475,153.71,152.514358985982,68167942,0.0,1.0,0,0.1210185674747475,0.1146465428282828,-0.015796007474747492,-0.04099666282828279
2023-02-17,0.1502296875,0.13186225,AAPL,152.35,153.0,150.85,152.55,151.363382104687,59144118,0.0,1.0,0,0.13283021886363638,0.12906227060606057,0.017399468636363602,0.002799979393939417
2023-02-21,0.146780947368421,0.0573088421052631,AAPL,150.2,151.3,148.405,148.48,147.325040805664,58867230,0.0,1.0,1,0.13407773162280703,0.08760699070175436,0.012703215745613977,-0.030298148596491256
2023-02-22,0.1002658421052631,0.0331790526315789,AAPL,148.87,149.95,147.16,148.91,147.751696028902,51011305,0.0,1.0,1,0.13242549232456138,0.07411671491228065,-0.032159650219298286,-0.04093766228070175
2023-02-23,0.1372748095238095,0.1294216666666666,AAPL,150.09,150.34,147.24,149.4,148.237884539104,48394249,0.0,1.0,0,0.1281071996658312,0.07330318713450286,0.009167609857978293,0.05611847953216374
2023-02-24,0.1184359523809523,0.0207093333333333,AAPL,147.11,147.19,145.7202,146.71,145.56880884024,55469606,0.0,1.0,1,0.11865886800334165,0.06110335087719292,-0.00022291562238935247,-0.04039401754385963
2023-02-27,0.1595901333333333,0.1435420333333333,AAPL,147.71,149.17,147.45,147.92,146.769396794004,44998470,0.0,1.0,0,0.1384336317460317,0.09789101111111105,0.02115650158730159,0.04565102222222224
2023-02-28,0.109629064516129,0.0647892258064516,AAPL,147.05,149.08,146.83,147.41,146.263363854815,50546998,0.0,1.0,0,0.12921838341013822,0.07634686415770604,-0.019589318894009222,-0.011557638351254437
2023-03-01,0.1007782399999999,0.07451008,AAPL,146.83,147.2285,145.01,145.31,144.179698811092,55478991,0.0,1.0,1,0.12333247928315406,0.09428044637992827,-0.02255423928315417,-0.019770366379928267
2023-03-02,0.1215353333333333,0.0983430833333333,AAPL,144.38,146.71,143.9,145.91,144.775031680727,52279761,0.0,1.0,1,0.11064754594982075,0.07921412971326162,0.010887787383512551,0.01912895362007168
2023-03-03,0.1137438529411764,0.0676027647058823,AAPL,148.045,151.11,147.33,151.03,149.855205501612,70732297,0.0,1.0,1,0.11201914209150321,0.08015197601307185,0.0017247108496731833,-0.012549211307189542
2023-03-06,0.1895367435897436,0.2111473846153846,AAPL,153.785,156.3,153.46,153.83,152.633425559909,87558028,0.0,1.0,0,0.1416053099547511,0.12569774421820004,0.0479314336349925,0.08544964039718456
2023-03-07,0.1450117333333333,0.1591109666666666,AAPL,153.7,154.0299,151.13,151.6,150.420771727765,56182028,0.0,1.0,1,0.1494307766214178,0.14595370532931115,-0.004419043288084484,0.013157261337355453
2023-03-08,0.1093058636363636,0.1151501818181818,AAPL,152.81,153.47,151.83,152.87,151.680892968493,47204791,0.0,1.0,0,0.14795144685314685,0.1618028443667443,-0.03864558321678324,-0.0466526625485625
2023-03-09,0.1386090303030303,0.1304208484848484,AAPL,153.559,154.535,150.225,150.59,149.41862806388,53833582,0.0,1.0,0,0.13097554242424242,0.13489399898989893,0.00763348787878787,-0.004473150505050538
2023-03-10,0.1064375,0.163966,AAPL,150.21,150.94,147.6096,148.5,147.344885234651,68572400,0.0,1.0,1,0.11811746464646465,0.13651234343434338,-0.011679964646464647,0.027453656565656626
2023-03-13,0.1543603333333333,0.1814638095238095,AAPL,147.805,153.14,147.7,150.47,149.299561489953,84457122,0.0,1.0,1,0.13313562121212122,0.15861688600288595,0.021224712121212075,0.022846923520923546
2023-03-14,0.1219795,0.1168285,AAPL,151.28,153.4,150.1,152.59,151.403070962663,73695893,0.0,1.0,1,0.12759244444444445,0.15408610317460317,-0.005612944444444448,-0.037257603174603166
2023-03-15,0.1518244,0.1596569,AAPL,151.19,153.245,149.92,152.99,151.79995954242,77167866,0.0,1.0,1,0.1427214111111111,0.15264973650793648,0.009102988888888885,0.007007163492063512
2023-03-16,0.0978118249999999,0.155786125,AAPL,152.16,156.46,151.64,155.85,154.63771288768,76254419,0.0,1.0,0,0.12387190833333334,0.14409050833333334,-0.026060083333333442,0.011695616666666658
2023-03-17,0.1708153684210526,0.1610884736842105,AAPL,156.08,156.74,154.28,155.0,153.794324655697,98944633,0.0,1.0,1,0.14015053114035086,0.15884383289473683,0.03066483728070174,0.002244640789473673
2023-03-20,0.1067784705882353,0.0789004117647058,AAPL,155.07,157.82,154.15,157.4,156.175656134237,73641415,0.0,1.0,1,0.12513522133642932,0.1319250034829721,-0.018356750748194026,-0.05302459171826629
2023-03-21,0.19148536,0.1792475599999999,AAPL,157.32,159.4,156.54,159.28,158.041032459093,73938285,0.0,1.0,0,0.156359733003096,0.1397454818163054,0.035125626996904,0.0395020781836945
2023-03-22,0.1582999565217391,0.1181762173913043,AAPL,159.3,162.14,157.81,157.83,156.602311357475,75701811,0.0,1.0,1,0.15218792903665815,0.12544139638533666,0.00611202748508094,-0.0072651789940323674
2023-03-23,0.1336618857142857,0.170658,AAPL,158.83,161.5501,157.68,158.93,157.693754951806,67622060,0.0,1.0,1,0.1611490674120083,0.15602725913043472,-0.0274871816977226,0.014630740869565284
2023-03-24,0.1655384333333333,0.1692391666666666,AAPL,158.86,160.34,157.85,160.25,159.003487265003,59256343,0.0,1.0,0,0.15250009185645272,0.15269112801932364,0.013038341476880572,0.016548038647342972
2023-03-27,0.1301253333333333,0.0676264444444444,AAPL,159.94,160.77,157.87,158.28,157.048811009701,52390266,0.0,1.0,0,0.1431085507936508,0.13584120370370367,-0.012983217460317525,-0.06821475925925927
2023-03-28,0.1187795277777777,0.0610110833333333,AAPL,157.97,158.49,155.98,157.65,156.423711496584,45992152,0.0,1.0,1,0.1381477648148148,0.09929223148148143,-0.019368237037037106,-0.038281148148148134
2023-03-29,0.1427928709677419,0.1029146451612903,AAPL,159.37,161.05,159.35,160.77,159.519442418686,51305691,0.0,1.0,1,0.130565910692951,0.077184057646356,0.012226960274790893,0.025730587514934303
2023-03-30,0.1238463870967741,0.1027976129032258,AAPL,161.53,162.47,161.271,162.36,161.097074523219,49501689,0.0,1.0,1,0.12847292861409795,0.08890778046594978,-0.004626541517323848,0.013889832437276012
2023-03-31,0.1637614827586206,0.1683516896551724,AAPL,162.44,165.0,161.91,164.9,163.617317004673,68749792,0.0,1.0,1,0.14346691360771224,0.12468798257322948,0.020294569150908354,0.04366370708194291
2023-04-03,0.1457270526315789,0.1546788157894736,AAPL,164.27,166.29,164.22,166.17,164.877438245401,56976187,0.0,1.0,0,0.14444497416232457,0.14194270611595725,0.001282078469254322,0.01273610967351635
2023-04-04,0.1296970967741935,0.0876080322580645,AAPL,166.595,166.84,165.11,165.63,164.341638662729,46278295,0.0,1.0,0,0.14639521072146436,0.13687951256757017,-0.01669811394727086,-0.049271480309505664
2023-04-05,0.1063998205128205,0.1100995128205128,AAPL,164.74,165.05,161.8,163.76,162.486184552367,51511744,0.0,1.0,1,0.127274656639531,0.11746212028935028,-0.020874836126710497,-0.00736260746883749
2023-04-06,0.0846855185185185,0.0456637777777777,AAPL,162.43,164.9584,162.0,164.66,163.379183856819,45390123,0.0,1.0,0,0.1069274786018442,0.08112377428545166,-0.022241960083325713,-0.03545999650767396
2023-04-10,0.0646887741935483,-0.0177399032258064,AAPL,161.42,162.03,160.08,162.03,160.76964144492,47716882,0.0,1.0,0,0.08525803774162914,0.046007795790828025,-0.020569263548080835,-0.06374769901663442
2023-04-11,0.1040952352941176,0.0739138529411764,AAPL,162.35,162.36,160.51,160.8,159.549209062168,47644217,0.0,1.0,0,0.08448984266872817,0.03394590916438256,0.019605392625389434,0.03996794377679384
2023-04-12,0.1258591739130434,0.1219442608695652,AAPL,161.22,162.06,159.78,160.1,158.854654047594,50133062,0.0,1.0,1,0.09821439446690312,0.05937273686164506,0.027644779446140286,0.06257152400792013
2023-04-13,0.0996142727272727,0.0840247878787878,AAPL,161.63,165.8,161.42,165.56,164.272183161272,68445649,0.0,1.0,0,0.10985622731147794,0.09329430056317646,-0.010241954584205237,-0.009269512684388664
2023-04-14,0.14752795,0.16536275,AAPL,164.59,166.32,163.82,165.21,163.924905653985,49386480,0.0,1.0,1,0.12433379888010539,0.123777266249451,0.023194151119894604,0.041585483750549004
2023-04-17,0.1327598536585365,0.1553211219512195,AAPL,165.09,165.39,164.03,165.23,163.944750082973,40713618,0.0,1.0,1,0.12663402546193644,0.13490288661000244,0.006125828196600042,0.02041823534121706
2023-04-18,0.1378697419354838,0.1611186451612903,AAPL,166.1,167.41,165.65,166.47,165.175104680218,49923008,0.0,1.0,1,0.13938584853134015,0.16060083903750325,-0.0015161065958563535,0.0005178061237870457
2023-04-19,0.1600762702702702,0.121954027027027,AAPL,165.8,168.16,165.54,167.63,166.326081561513,47720166,0.0,1.0,0,0.14356862195476353,0.14613126471317892,0.016507648315506662,-0.024177237686151917
2023-04-20,0.1065352413793103,0.0903365517241379,AAPL,166.09,167.87,165.56,166.65,165.353704541109,52456377,0.0,1.0,0,0.1348270845283548,0.12446974130415173,-0.028291843149044496,-0.03413318958001382
2023-04-21,0.138710625,0.1628842083333333,AAPL,165.05,166.4521,164.49,165.02,163.7363835786,58337341,0.0,1.0,1,0.13510737888319352,0.12505826236149942,0.0036032461168064855,0.03782594597183389
2023-04-24,0.1047101379310344,0.1033910689655172,AAPL,165.0,165.6,163.89,165.33,164.043972227912,41949581,0.0,1.0,0,0.1166520014367816,0.11887060967432946,-0.011941863505747205,-0.015479540708812259
2023-04-25,0.122816724137931,0.0903199655172413,AAPL,165.19,166.305,163.73,163.77,162.496106766861,48714063,0.0,1.0,0,0.12207916235632182,0.11886508093869726,0.0007375617816091778,-0.028545115421455963
2023-04-26,0.1662689545454545,0.1444076818181818,AAPL,163.055,165.28,162.8,163.76,162.486184552367,44105745,0.0,1.0,1,0.13126527220480666,0.1127062387669801,0.03500368234064785,0.031701443051201705
2023-04-27,0.1454321176470588,0.1246829999999999,AAPL,165.19,168.56,165.19,168.41,167.100014292038,64902329,0.0,1.0,1,0.14483926544348147,0.11980354911180768,0.0005928522035773265,0.004879450888192222
2023-04-28,0.1355134,0.0970804,AAPL,168.49,169.85,167.8801,169.68,168.360135532765,55275851,0.0,1.0,0,0.1490714907308378,0.12205702727272723,-0.013558090730837802,-0.02497662727272723
2023-05-01,0.0953580294117647,0.0889641764705882,AAPL,169.28,170.45,168.64,169.59,168.27083560232,52472936,0.0,1.0,0,0.12543451568627453,0.10357585882352938,-0.03007648627450983,-0.014611682352941177
2023-05-02,0.1417672666666666,0.1809511666666666,AAPL,170.09,170.35,167.54,168.54,167.229003080459,48425696,0.0,1.0,0,0.12421289869281045,0.12233191437908493,0.017554367973856164,0.05861925228758168
2023-05-03,0.0682280303030303,0.083322,AAPL,169.5,170.92,167.16,167.45,166.147481700622,65136018,0.0,1.0,0,0.10178444212715389,0.1177457810457516,-0.03355641182412358,-0.03442378104575161
2023-05-04,0.0436820566037735,0.048526,AAPL,164.89,167.04,164.31,165.79,164.500394094632,81235427,0.0,1.0,1,0.0845591178578235,0.10426638888888888,-0.040877061254049996,-0.05574038888888888
2023-05-05,0.1373441186440678,0.1722620847457627,AAPL,170.975,174.3,170.76,173.57,172.219876970899,113453171,0.0,1.0,0,0.0830847351836239,0.10137002824858758,0.054259383460443886,0.07089205649717513
2023-05-08,0.1094140571428571,0.1975646857142857,AAPL,172.48,173.85,172.11,173.5,172.150421469441,55962793,0.0,1.0,0,0.0968134107968995,0.13945092348668278,0.012600646345957603,0.05811376222760292
2023-05-09,0.1693702857142857,0.1371923214285714,AAPL,173.05,173.54,171.6,171.77,170.433878361994,45326874,0.0,1.0,1,0.1387094871670702,0.16900636396287327,0.030660798547215484,-0.03181404253430187
2023-05-10,0.1677542857142857,0.1005933333333333,AAPL,173.02,174.03,171.9,173.555,172.204993649158,53724501,0.0,1.0,1,0.14884620952380953,0.1451167801587301,0.01890807619047616,-0.044523446825396815
